"video","phase","phase_type","pole_location","safe_location","start_position","time_to_start_moving","time_in_pole_initial","time_in_safe_initial","time_in_safe_total","time_outside_safe_after_reaching","time_to_safe","start_in_pole","first_to_safe","first_to_closest","dist_to_safe","speed_to_safe","previously_safe_first","dead_fly"
"NT_OR_3",30,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",32,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",34,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",36,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",38,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",40,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",42,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",44,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",46,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",48,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",50,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",52,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",54,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",56,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",58,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",60,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"OT_CS_1",2,"trial","M","left","pole",2.3,2.7,14.6,49.57,1.97,8.47,1,0,1,45.339809296521,0.0516901118359389,NA,0
"OT_CS_1",4,"trial","M","right","pole",2.83,3.17,52,52,0,8.03,1,0,1,27.5829030940525,0.0331424363103212,1,0
"OT_CS_1",6,"trial","M","right","pole",2.03,3.57,56.47,56.47,0,3.57,1,1,1,10.7734108060072,0.0291562014379728,1,0
"OT_CS_1",8,"trial","M","right","pole",1.37,3.47,3.83,55.07,1.47,3.47,1,1,1,19.0497614755538,0.0530417326502278,1,0
"OT_CS_1",10,"trial","M","left","pole",3.77,5.73,49.37,49.37,0.63,10,1,0,1,44.4717179281435,0.0429263686565091,1,0
"OT_CS_1",12,"trial","M","right","pole",1,1.37,29.97,57.77,0.87,1.37,1,1,1,14.9266159575932,0.105423881421931,0,0
"OT_CS_1",14,"trial","M","left","pole",2.13,2.1,12.53,52.03,3.5,4.47,1,0,1,50.1667472605817,0.108410823619652,1,0
"OT_CS_1",16,"trial","M","right","pole",1.03,1,8.4,54.77,0.97,4.27,1,0,1,24.1792041102666,0.054700781499457,1,0
"OT_CS_1",18,"trial","M","left","pole",2.33,3.9,56.1,56.1,0,3.9,1,1,0,12.0776386056992,0.029892185441291,0,0
